application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
Payment Gateway,APP002_T28,Guava,3.2.1,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T29,Log4j,3.2.1,94.0,0.0,100.0,50.0,67.3,High,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T30,Gson,1.0.0,44.0,0.0,40.0,50.0,32.8,Medium,Highest matched CVSS is 4.4; vulnerability severity score is 44.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T31,OpenSSL,2.14.1,95.0,0.0,40.0,50.0,55.75,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T32,Guava,2.17.1,79.0,75.0,40.0,50.0,67.3,High,Highest matched CVSS is 7.9; vulnerability severity score is 79.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T33,Tomcat,1.5.0,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T34,Guava,3.0.0,61.0,75.0,40.0,50.0,59.2,High,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T35,Tomcat,1.0.0,95.0,0.0,40.0,50.0,55.75,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T36,Gson,1.5.0,78.0,0.0,100.0,50.0,60.1,High,Highest matched CVSS is 7.8; vulnerability severity score is 78.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T37,Lodash,3.2.1,49.0,100.0,40.0,50.0,60.05,High,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T38,Jackson,2.14.1,43.0,0.0,40.0,50.0,32.35,Medium,Highest matched CVSS is 4.3; vulnerability severity score is 43.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T39,Tomcat,1.0.0,95.0,0.0,40.0,50.0,55.75,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Payment Gateway,APP002_T40,BouncyCastle,1.0.0,90.0,100.0,40.0,50.0,78.5,Critical,Highest matched CVSS is 9.0; vulnerability severity score is 90.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_D01,Spring Boot,1.5.0,70.0,0.0,0.0,25.0,34.0,Medium,Highest matched CVSS is 7.0; vulnerability severity score is 70.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D02,React,1.0.0,59.0,75.0,0.0,25.0,47.8,Medium,Highest matched CVSS is 5.9; vulnerability severity score is 59.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D03,Express,2.17.1,88.0,100.0,0.0,25.0,67.1,High,Highest matched CVSS is 8.8; vulnerability severity score is 88.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D04,FastAPI,2.0.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D05,Kafka Client,2.0.0,90.0,100.0,0.0,25.0,68.0,High,Highest matched CVSS is 9.0; vulnerability severity score is 90.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D06,PostgreSQL JDBC,1.0.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D07,MySQL Connector,3.0.0,71.0,0.0,0.0,25.0,34.45,Medium,Highest matched CVSS is 7.1; vulnerability severity score is 71.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D08,Redis Client,3.0.0,95.0,100.0,0.0,25.0,70.25,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D09,Netty,2.0.0,85.0,100.0,0.0,25.0,65.75,High,Highest matched CVSS is 8.5; vulnerability severity score is 85.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_D10,Hibernate,1.0.0,94.0,0.0,0.0,25.0,44.8,Medium,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRMS,APP003_T01,OkHttp,2.17.1,0.0,75.0,100.0,50.0,43.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T02,OkHttp,3.0.0,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T03,Jackson,3.2.1,53.0,75.0,40.0,50.0,55.6,High,Highest matched CVSS is 5.3; vulnerability severity score is 53.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T04,SnakeYAML,2.14.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T05,Tomcat,3.2.1,76.0,100.0,40.0,50.0,72.2,High,Highest matched CVSS is 7.6; vulnerability severity score is 76.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T06,OkHttp,2.0.0,61.0,75.0,40.0,50.0,59.2,High,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T07,Gson,3.2.1,64.0,100.0,40.0,50.0,66.8,High,Highest matched CVSS is 6.4; vulnerability severity score is 64.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T08,Commons IO,2.14.1,57.0,0.0,100.0,50.0,50.65,High,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T09,Jackson,3.2.1,53.0,75.0,40.0,50.0,55.6,High,Highest matched CVSS is 5.3; vulnerability severity score is 53.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRMS,APP003_T10,OpenSSL,2.0.0,41.0,75.0,40.0,50.0,50.2,High,Highest matched CVSS is 4.1; vulnerability severity score is 41.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
